,BGCR,TGCR,MOVE,SW_2Y,SW_5Y,SW_10Y,SW_30Y
2021-01-13,,,45.6,0.2164,0.5418,1.0927,1.5716
2021-01-14,,,46.23,0.2117,0.5555,1.1349,1.6268
2021-01-15,,,45.14,0.2049,0.5232,1.0855,1.5742
2021-01-18,,,,0.2071,0.5264,1.0951,1.5816
2021-01-19,,,45.23,0.2041,0.5197,1.0933,1.5802
2021-01-20,,,42.53,0.2047,0.5206,1.0858,1.5725
2021-01-21,,,43.01,0.2011,0.5335,1.12,1.6165
2021-01-22,,,43.09,0.2008,0.5269,1.1129,1.6057
2021-01-25,,,43.08,0.1975,0.5008,1.0626,1.5543
2021-01-26,,,43.14,0.1995,0.5092,1.0689,1.5494
2021-01-27,,,44.16,0.196,0.503,1.0562,1.5292
2021-01-28,,,45.53,0.1951,0.5195,1.087,1.5605
2021-01-29,,,47.41,0.1865,0.52,1.1094,1.5889
2021-02-01,,,46.28,0.1866,0.5324,1.1291,1.6123
2021-02-02,,,45.91,0.1941,0.5488,1.1533,1.6329
2021-02-03,,,46.93,0.2006,0.5767,1.2019,1.6958
2021-02-04,,,47.25,0.2014,0.5772,1.2121,1.7226
2021-02-05,,,47.2,0.199,0.5845,1.2405,1.7633
2021-02-08,,,48.45,0.2044,0.599,1.2503,1.7565
2021-02-09,,,46.75,0.205,0.5912,1.2327,1.7452
2021-02-10,,,46.27,0.2003,0.5671,1.1997,1.7042
2021-02-11,,,45.95,0.2015,0.5872,1.2332,1.7494
2021-02-12,,,47.01,0.2052,0.6172,1.2857,1.8092
2021-02-15,,,,0.2077,0.6367,1.3228,1.808
2021-02-16,,,56.78,0.2162,0.7,1.405,1.9025
2021-02-17,,,55.97,0.1982,0.6682,1.3464,1.8333
2021-02-18,,,56.12,0.2002,0.6786,1.3748,1.8747
2021-02-19,,,60.43,0.2014,0.7061,1.4237,1.9217
2021-02-22,,,62.42,0.2084,0.7316,1.4497,1.9439
2021-02-23,,,61.73,0.2053,0.7012,1.4248,1.9361
2021-02-24,,,61.92,0.2103,0.7158,1.4365,1.9542
2021-02-25,,,74.16,0.2526,0.8952,1.5727,1.9683
2021-02-26,,,75.66,0.2357,0.8257,1.47,1.8788
2021-03-01,,,68.73,0.2233,0.8107,1.4964,1.9471
2021-03-02,,,57.7,0.2213,0.776,1.4596,1.9317
2021-03-03,,,65.83,0.2367,0.8414,1.5498,2.0175
2021-03-04,,,68.13,0.2373,0.8998,1.6349,2.069
2021-03-05,,,69.37,0.2406,0.9013,1.6199,2.0475
2021-03-08,,,71.65,0.2544,0.9366,1.6255,2.0447
2021-03-09,,,67.44,0.2463,0.8827,1.5453,1.9445
2021-03-10,,,63.19,0.2444,0.8682,1.5263,1.925
2021-03-11,,,63.9,0.2439,0.881,1.5602,1.9991
2021-03-12,,,70.83,0.2562,0.9304,1.6449,2.08
2021-03-15,,,70.79,0.2552,0.9122,1.619,2.0622
2021-03-16,,,70.81,0.2565,0.9134,1.6232,2.0754
2021-03-17,,,66.75,0.244,0.8958,1.6575,2.1287
2021-03-18,,,70.48,0.2566,0.943,1.6995,2.1528
2021-03-19,,,68.8,0.2616,0.9785,1.7464,2.1845
2021-03-22,,,67.62,0.264,0.9638,1.7125,2.145
2021-03-23,,,60.77,0.26,0.92,1.6362,2.071
2021-03-24,,,60.71,0.2611,0.9226,1.6363,2.0652
2021-03-25,,,59.54,0.2597,0.9355,1.665,2.1207
2021-03-26,,,61.49,0.2645,0.963,1.709,2.1507
2021-03-29,,,65.96,0.2713,0.991,1.736,2.1735
2021-03-30,,,67.44,0.2817,1.0056,1.7365,2.1527
2021-03-31,,,71.27,0.2915,1.0573,1.7817,2.199
2021-04-01,,,64.99,0.2926,1.0178,1.7134,2.1254
2021-04-02,,,63.71,0.3185,1.0928,1.7585,2.1454
2021-04-05,,,61.79,0.3067,1.0484,1.7411,2.1332
2021-04-06,,,60.29,0.2945,0.9986,1.6936,2.0991
2021-04-07,,,62.54,0.2894,0.9941,1.7074,2.1275
2021-04-08,,,60.08,0.2778,0.9514,1.6461,2.0719
2021-04-09,,,61.21,0.2811,0.9762,1.6881,2.1139
2021-04-12,,,63.5,0.2885,0.9843,1.6833,2.1082
2021-04-13,,,61.2,0.2773,0.9319,1.62,2.0508
2021-04-14,,,60.08,0.28,0.9426,1.6247,2.0438
2021-04-15,,,59.05,0.2798,0.906,1.5666,1.999
2021-04-16,,,62.57,0.2789,0.9122,1.5664,1.9913
2021-04-19,,,63.96,0.2758,0.9102,1.5869,2.0095
2021-04-20,,,64.35,0.2693,0.8832,1.5503,1.9795
2021-04-21,,,62.27,0.2678,0.8856,1.5494,1.9836
2021-04-22,,,59.62,0.2711,0.8881,1.5396,1.9597
2021-04-23,,,59.98,0.2781,0.9154,1.5577,1.9731
2021-04-26,,,60.98,0.2809,0.9226,1.5599,1.972
2021-04-27,,,60.15,0.2887,0.958,1.6135,2.0221
2021-04-28,,,60.31,0.2794,0.9424,1.6117,2.0275
2021-04-29,,,59.02,0.2806,0.9544,1.6377,2.0439
2021-04-30,,,58.13,0.2785,0.9435,1.629,2.0445
2021-05-03,,,57.33,0.275,0.9201,1.5975,2.0244
2021-05-04,,,58.51,0.2758,0.9165,1.5869,2.0018
2021-05-05,,,56.93,0.2684,0.8951,1.561,1.9806
2021-05-06,,,57.75,0.2653,0.9053,1.5609,1.974
2021-05-07,,,54.13,0.2489,0.8689,1.5592,1.9969
2021-05-10,,,55.48,0.2512,0.8682,1.5754,2.0325
2021-05-11,,,58.01,0.256,0.8821,1.5945,2.0493
2021-05-12,,,58.47,0.2682,0.9463,1.6642,2.1054
2021-05-13,,,56.59,0.2572,0.9042,1.6038,2.0492
2021-05-14,,,54.99,0.2575,0.9013,1.5965,2.0305
2021-05-17,,,58.59,0.254,0.9132,1.6072,2.0414
2021-05-18,,,57.18,0.2512,0.9041,1.6025,2.0451
2021-05-19,,,57.31,0.2581,0.9376,1.6337,2.0587
2021-05-20,,,55.04,0.2496,0.9046,1.599,2.034
2021-05-21,,,54.59,0.25,0.9114,1.5933,2.0269
2021-05-24,,,54.94,0.2405,0.8899,1.572,2.009
2021-05-25,,,53.72,0.2295,0.8525,1.5203,1.9518
2021-05-26,,,52.82,0.226,0.8632,1.538,1.9592
2021-05-27,,,53.47,0.2269,0.888,1.5709,1.9964
2021-05-28,,,52.04,0.229,0.8827,1.566,2.001
2021-05-31,,,,0.23,0.8801,1.566,1.999
2021-06-01,,,54.99,0.2313,0.895,1.5831,2.0135
2021-06-02,,,55.21,0.2283,0.8773,1.561,1.9951
2021-06-03,,,53.96,0.2381,0.9183,1.5988,2.0111
2021-06-04,,,49.78,0.2236,0.855,1.5278,1.9457
2021-06-07,,,49.55,0.2257,0.864,1.5389,1.9593
2021-06-08,,,49.93,0.2229,0.844,1.5083,1.9253
2021-06-09,,,52.84,0.2211,0.8203,1.4646,1.8738
2021-06-10,,,48.26,0.2169,0.7851,1.4103,1.8241
2021-06-11,,,50.85,0.2241,0.8158,1.4315,1.8381
2021-06-14,,,54.03,0.238,0.8543,1.4694,1.8737
2021-06-15,,,52.92,0.2428,0.8525,1.465,1.8687
2021-06-16,,,54.28,0.2771,0.9682,1.5529,1.9091
2021-06-17,,,54.91,0.2883,0.9463,1.4763,1.8052
2021-06-18,,,60.45,0.3099,0.9262,1.3993,1.7064
2021-06-21,,,61.86,0.3183,0.9421,1.4518,1.7817
2021-06-22,,,58.64,0.3071,0.9208,1.4312,1.7529
2021-06-23,,,55.6,0.3278,0.9583,1.4623,1.7895
2021-06-24,,,54.83,0.3346,0.9711,1.462,1.786
2021-06-25,,,55.58,0.3365,0.9813,1.486,1.824
2021-06-28,,,56.33,0.3317,0.9664,1.4475,1.7805
2021-06-29,,,56.8,0.3299,0.9631,1.447,1.7765
2021-06-30,,,57.27,0.3284,0.9649,1.4426,1.7737
2021-07-01,,,57.52,0.3368,0.9755,1.4419,1.756
2021-07-02,,,52.41,0.3142,0.9749,1.4045,1.7324
2021-07-05,,,,0.3125,0.9332,1.4114,1.7344
2021-07-06,,,56.55,0.299,0.8728,1.3257,1.6588
2021-07-07,,,60.65,0.2935,0.8586,1.3025,1.64
2021-07-08,,,61.68,0.2793,0.8241,1.2831,1.6416
2021-07-09,,,59.92,0.3,0.8766,1.364,1.719
2021-07-12,,,60.78,0.3025,0.8741,1.3606,1.7264
2021-07-13,,,60.8,0.3315,0.929,1.414,1.7766
2021-07-14,,,57.31,0.3043,0.8791,1.3426,1.6976
2021-07-15,,,56.98,0.302,0.855,1.2872,1.633
2021-07-16,,,58.24,0.3041,0.8529,1.2805,1.6233
2021-07-19,,,67.58,0.2839,0.7667,1.1645,1.5098
2021-07-20,,,69.31,0.2783,0.7598,1.2155,1.5761
2021-07-21,,,65.28,0.2929,0.8188,1.2924,1.6629
2021-07-22,,,64.96,0.2852,0.8053,1.2838,1.6558
2021-07-23,,,65.28,0.2812,0.8009,1.2777,1.648
2021-07-26,,,69.03,0.2845,0.8131,1.2943,1.6691
2021-07-27,,,70.07,0.2764,0.7873,1.2455,1.6217
2021-07-28,,,62.4,0.2773,0.7927,1.2533,1.6273
2021-07-29,,,62.08,0.2793,0.825,1.2973,1.6835
2021-07-30,,,61.19,0.2608,0.7825,1.2512,1.6528
2021-08-02,,,64.29,0.2528,0.7456,1.207,1.6038
2021-08-03,,,65.42,0.2484,0.7349,1.193,1.5814
2021-08-04,,,62.67,0.2633,0.7675,1.2045,1.5803
2021-08-05,,,63.57,0.2861,0.8148,1.2486,1.604
2021-08-06,,,62.64,0.3029,0.8611,1.3213,1.6795
2021-08-09,,,65.72,0.3094,0.8853,1.3391,1.6904
2021-08-10,,,66.55,0.3248,0.9151,1.3618,1.7085
2021-08-11,,,60.66,0.3036,0.8943,1.344,1.7083
2021-08-12,,,57.39,0.3124,0.9114,1.3632,1.7103
2021-08-13,,,55.45,0.3014,0.8583,1.2824,1.633
2021-08-16,,,59.4,0.3003,0.8438,1.2711,1.6238
2021-08-17,,,60.28,0.3103,0.8523,1.2765,1.6315
2021-08-18,,,58.05,0.3097,0.8557,1.2755,1.6235
2021-08-19,,,59.38,0.3158,0.8548,1.258,1.5976
2021-08-20,,,59.95,0.3168,0.8649,1.2678,1.594
2021-08-23,,,62.23,0.313,0.8526,1.2622,1.5897
2021-08-24,,,63.03,0.3218,0.8823,1.3074,1.635
2021-08-25,,,64.51,0.3223,0.9125,1.3578,1.6739
2021-08-26,,,63.41,0.3284,0.9304,1.3649,1.6766
2021-08-27,,,57.98,0.3076,0.8884,1.3263,1.656
2021-08-30,,,60.14,0.2967,0.8581,1.2991,1.6343
2021-08-31,,,59.54,0.2999,0.8663,1.3254,1.6641
2021-09-01,,,58.09,0.3028,0.8635,1.3142,1.6472
2021-09-02,,,55.8,0.2988,0.8543,1.3016,1.6265
2021-09-03,,,53.26,0.2964,0.8745,1.3403,1.6727
2021-09-06,,,,0.2957,0.8768,1.3414,1.673
2021-09-07,,,57.05,0.3089,0.9116,1.3911,1.7187
2021-09-08,,,57.02,0.311,0.9018,1.3678,1.7074
2021-09-09,,,52.61,0.3099,0.883,1.3273,1.6481
2021-09-10,,,51.73,0.3194,0.9141,1.3702,1.6808
2021-09-13,,,53.1,0.3143,0.9036,1.3519,1.6504
2021-09-14,,,51.73,0.3112,0.8885,1.3137,1.614
2021-09-15,,,53.93,0.3174,0.8997,1.3347,1.6228
2021-09-16,,,53.7,0.3291,0.9468,1.377,1.6537
2021-09-17,,,56.06,0.3347,0.9677,1.4036,1.6737
2021-09-20,,,59.58,0.3267,0.9304,1.3435,1.6104
2021-09-21,,,59.2,0.3285,0.9327,1.3482,1.6118
2021-09-22,,,55.92,0.353,0.9558,1.3313,1.57
2021-09-23,,,56.79,0.3808,1.0506,1.4595,1.702
2021-09-24,,,58.46,0.3882,1.0479,1.482,1.7434
2021-09-27,,,60.5,0.395,1.0847,1.5158,1.7555
2021-09-28,,,62.71,0.3918,1.1017,1.5626,1.8433
2021-09-29,,,61.21,0.3773,1.0682,1.5343,1.8129
2021-09-30,,,61.07,0.3808,1.0534,1.5075,1.7934
2021-10-01,,,57.38,0.3713,1.0187,1.4798,1.7687
2021-10-04,,,60.61,0.3733,1.0245,1.49,1.781
2021-10-05,,,62.83,0.3864,1.051,1.5349,1.8335
2021-10-06,,,60.65,0.3949,1.0619,1.533,1.8227
2021-10-07,,,60.91,0.4125,1.1063,1.5936,1.8791
2021-10-08,,,59.65,0.4314,1.1472,1.6356,1.919
2021-10-11,,,,0.4514,1.1471,1.633,1.9175
2021-10-12,,,62.95,0.4671,1.1535,1.5985,1.8623
2021-10-13,,,60.84,0.4915,1.1451,1.5504,1.7983
2021-10-14,,,59.35,0.4965,1.1273,1.5245,1.775
2021-10-15,,,62.7,0.5409,1.1964,1.5756,1.8085
2021-10-18,,,70.77,0.5821,1.239,1.6047,1.8053
2021-10-19,,,68.25,0.5655,1.2341,1.6449,1.86
2021-10-20,,,65.47,0.5597,1.2388,1.6663,1.9089
2021-10-21,,,69.42,0.626,1.3138,1.7138,1.9267
2021-10-22,,,72.04,0.6248,1.2766,1.6509,1.8589
2021-10-25,,,68.96,0.6131,1.2633,1.6605,1.8839
2021-10-26,,,66.7,0.6227,1.2648,1.6423,1.8562
2021-10-27,,,70.06,0.6615,1.2343,1.5684,1.7599
2021-10-28,,,71.96,0.6583,1.225,1.5738,1.7591
2021-10-29,,,75.45,0.693,1.2339,1.562,1.7225
2021-11-01,,,78.34,0.703,1.2474,1.5726,1.7429
2021-11-02,,,71.04,0.6467,1.2361,1.5811,1.7537
2021-11-03,,,71.22,0.6801,1.2831,1.6395,1.8214
2021-11-04,,,64.61,0.6353,1.2121,1.5624,1.7515
2021-11-05,,,66.9,0.6007,1.1487,1.4772,1.6726
2021-11-08,,,70.97,0.6429,1.2081,1.5173,1.6757
2021-11-09,,,73.02,0.6315,1.172,1.4727,1.6173
2021-11-10,,,78.31,0.735,1.301,1.5845,1.7186
2021-11-11,,,,0.7602,1.3071,1.5822,1.717
2021-11-12,,,78.61,0.757,1.3217,1.6175,1.7545
2021-11-15,,,81.59,0.767,1.3509,1.6638,1.8053
2021-11-16,,,81.58,0.7645,1.3693,1.6822,1.8252
2021-11-17,,,81.58,0.7385,1.3359,1.638,1.783
2021-11-18,,,74.51,0.7423,1.3201,1.627,1.7736
2021-11-19,,,73.39,0.7814,1.331,1.594,1.7235
2021-11-22,,,79.21,0.8569,1.4279,1.6845,1.7925
2021-11-23,,,80.57,0.842,1.4409,1.7237,1.8541
2021-11-24,,,83.15,0.8793,1.4495,1.6883,1.7918
2021-11-25,,,,0.8888,1.4589,1.692,1.8003
2021-11-26,,,89.45,0.7417,1.27,1.5301,1.6547
2021-11-29,,,89.41,0.7248,1.2727,1.5559,1.6866
2021-11-30,,,84.04,0.8043,1.2853,1.522,1.6352
2021-12-01,,,82.97,0.7917,1.2548,1.478,1.584
2021-12-02,,,82.55,0.8422,1.314,1.5168,1.6112
2021-12-03,,,79.14,0.8151,1.2454,1.437,1.5437
2021-12-06,,,87.89,0.8596,1.3245,1.5282,1.6375
2021-12-07,,,88.14,0.9081,1.3749,1.5694,1.666
2021-12-08,,,80.29,0.8854,1.3856,1.5969,1.723
2021-12-09,,,79.54,0.9015,1.3799,1.5806,1.7083
2021-12-10,,,74.36,0.8685,1.3597,1.5742,1.7162
2021-12-13,,,76.41,0.837,1.3046,1.5032,1.6422
2021-12-14,,,78.98,0.8636,1.3343,1.5267,1.6722
2021-12-15,,,74.06,0.891,1.3375,1.533,1.689
2021-12-16,,,69.1,0.8556,1.2564,1.474,1.662
2021-12-17,,,72.46,0.8756,1.268,1.4665,1.6198
2021-12-20,,,77.02,0.8693,1.2774,1.4949,1.6681
2021-12-21,,,79.52,0.9129,1.332,1.5417,1.6953
2021-12-22,,,76.85,0.913,1.336,1.5376,1.6977
2021-12-23,,,77.29,0.9256,1.356,1.5686,1.7407
2021-12-24,,,,0.928,1.3544,1.571,1.7452
2021-12-27,,,80.12,0.9403,1.3525,1.5505,1.7205
2021-12-28,,,77.52,0.9387,1.3498,1.5545,1.732
2021-12-29,,,78.0,0.9468,1.392,1.623,1.7904
2021-12-30,,,77.62,0.9291,1.3603,1.5782,1.7399
2021-12-31,,,77.1,0.9413,1.3695,1.581,1.7311
2022-01-03,,,84.08,0.9645,1.4483,1.6843,1.827
2022-01-04,,,83.11,0.9491,1.4448,1.6982,1.8595
2022-01-05,,,78.68,1.0224,1.5226,1.7629,1.902
2022-01-06,,,77.73,1.055,1.5625,1.7858,1.9058
2022-01-07,,,74.69,1.0723,1.5964,1.83,1.938
2022-01-10,,,78.12,1.1022,1.6238,1.8375,1.9277
2022-01-11,,,77.85,1.0884,1.5942,1.8055,1.9007
2022-01-12,,,74.55,1.1123,1.6008,1.8034,1.9157
2022-01-13,,,72.57,1.0968,1.5597,1.7628,1.8728
2022-01-14,,,76.59,1.16,1.6472,1.8489,1.9449
2022-01-17,,,,1.161,1.6476,1.8504,1.943
2022-01-18,,,84.63,1.2436,1.7495,1.9384,2.0083
2022-01-19,,,80.14,1.2373,1.7325,1.9136,1.9828
2022-01-20,,,80.96,1.2064,1.6731,1.8618,1.9384
2022-01-21,,,81.03,1.1852,1.645,1.8196,1.8935
2022-01-24,,,83.77,1.1517,1.6255,1.8298,1.9302
2022-01-25,,,84.57,1.1594,1.6321,1.8344,1.9342
2022-01-26,,,85.75,1.2918,1.7538,1.9269,1.9864
2022-01-27,,,85.62,1.3305,1.7227,1.8633,1.9284
2022-01-28,,,85.29,1.3146,1.686,1.8423,1.9096
2022-01-31,,,85.14,1.3303,1.6814,1.8438,1.9306
2022-02-01,,,85.22,1.3134,1.6868,1.8518,1.931
2022-02-02,,,84.85,1.3119,1.6783,1.8408,1.9335
2022-02-03,,,85.74,1.3656,1.7452,1.8942,1.9722
2022-02-04,,,87.68,1.4809,1.8438,1.9784,2.0262
2022-02-07,,,87.44,1.4707,1.8463,1.985,2.0276
2022-02-08,,,82.72,1.5257,1.8971,2.0308,2.0641
2022-02-09,,,81.76,1.5436,1.8978,2.0142,2.0521
2022-02-10,,,88.52,1.7733,2.0317,2.1109,2.115
2022-02-11,,,94.03,1.729,1.9475,2.0185,2.0265
2022-02-14,,,102.28,1.7695,2.0041,2.0717,2.0812
2022-02-15,,,94.0,1.7768,2.029,2.1249,2.1516
2022-02-16,,,92.74,1.7248,2.0071,2.1187,2.1525
2022-02-17,,,96.17,1.6791,1.9261,2.0395,2.0984
2022-02-18,,,94.36,1.6599,1.9018,2.0068,2.0524
2022-02-21,,,,1.6642,1.9021,1.9964,2.0475
2022-02-22,,,95.54,1.7501,1.9504,2.0255,2.05
2022-02-23,,,95.15,1.7745,1.989,2.0765,2.1027
2022-02-24,,,100.75,1.7538,1.9557,2.0535,2.0766
2022-02-25,,,93.34,1.7618,1.9614,2.048,2.0697
2022-02-28,,,100.4,1.6034,1.814,1.9162,1.9513
2022-03-01,,,118.26,1.4764,1.6672,1.8031,1.8659
2022-03-02,,,110.28,1.6537,1.8312,1.9646,2.022
2022-03-03,,,115.18,1.7208,1.8309,1.9334,1.9849
2022-03-04,,,131.82,1.6716,1.7323,1.8175,1.8785
2022-03-07,,,140.03,1.722,1.784,1.8562,1.8848
2022-03-08,,,133.37,1.7968,1.8556,1.929,1.9268
2022-03-09,,,110.9,1.8726,1.9582,2.0423,2.058
2022-03-10,,,105.31,1.9067,2.0054,2.0752,2.0833
2022-03-11,,,99.03,1.9588,2.033,2.0802,2.0829
2022-03-14,,,105.08,2.0824,2.1812,2.224,2.2194
2022-03-15,,,101.03,2.0815,2.1954,2.2418,2.2431
2022-03-16,,,100.57,2.1805,2.2829,2.3022,2.2585
2022-03-17,,,91.76,2.1631,2.2369,2.2766,2.2748
2022-03-18,,,91.77,2.2008,2.2402,2.2629,2.253
2022-03-21,,,101.94,2.3645,2.4085,2.3968,2.3555
2022-03-22,,,105.38,2.4105,2.4755,2.4721,2.4302
2022-03-23,,,105.72,2.3485,2.3874,2.371,2.3127
2022-03-24,,,113.14,2.4226,2.4764,2.4566,2.3763
2022-03-25,,,125.27,2.5348,2.6195,2.5571,2.423
2022-03-28,,,129.28,2.5964,2.639,2.5473,2.3681
2022-03-29,,,117.92,2.5923,2.5752,2.4794,2.3306
2022-03-30,,,112.98,2.5258,2.5071,2.4234,2.2985
2022-03-31,,,106.88,2.5534,2.5229,2.4065,2.2529
2022-04-01,,,108.34,2.6683,2.6159,2.4485,2.2263
2022-04-04,,,108.37,2.636,2.5965,2.4435,2.2348
2022-04-05,,,116.37,2.7275,2.7399,2.5918,2.3628
2022-04-06,,,123.92,2.7021,2.7315,2.6428,2.4205
2022-04-07,,,122.67,2.7032,2.7574,2.6971,2.4838
2022-04-08,,,124.86,2.766,2.818,2.758,2.5472
2022-04-11,,,129.87,2.7561,2.8568,2.8472,2.6485
2022-04-12,,,117.79,2.6624,2.7475,2.7725,2.6286
2022-04-13,,,116.33,2.6123,2.7141,2.7522,2.6318
2022-04-14,,,119.66,2.712,2.839,2.8788,2.7247
2022-04-15,,,,2.7153,2.839,2.8757,2.7205
2022-04-18,,,122.32,2.7156,2.8432,2.9015,2.7199
2022-04-19,,,122.74,2.846,2.9818,3.0019,2.7956
2022-04-20,,,125.12,2.8391,2.9214,2.8849,2.6711
2022-04-21,,,130.69,2.9706,3.0337,2.9611,2.714
2022-04-22,,,128.12,2.9615,2.9925,2.9518,2.7237
2022-04-25,,,131.63,2.9153,2.9215,2.8719,2.6628
2022-04-26,,,129.27,2.787,2.8073,2.7845,2.606
2022-04-27,,,130.11,2.883,2.912,2.9048,2.709
2022-04-28,,,128.74,2.9348,2.9462,2.9173,2.695
2022-04-29,,,128.4,3.0465,3.055,3.0237,2.7853
2022-05-02,,,135.17,3.0605,3.1026,3.0649,2.8006
2022-05-03,,,126.46,3.096,3.1134,3.052,2.7767
2022-05-04,,,121.99,2.9902,3.019,3.0265,2.8018
2022-05-05,,,122.72,3.04,3.092,3.1077,2.8668
2022-05-06,,,121.42,3.0548,3.1579,3.195,2.9682
2022-05-09,,,125.22,2.8865,3.0061,3.0885,2.8801
2022-05-10,,,126.76,2.9007,2.976,3.0545,2.8647
2022-05-11,,,118.05,2.9219,2.956,2.9963,2.7921
2022-05-12,,,118.73,2.848,2.8835,2.9403,2.7822
2022-05-13,,,114.61,2.8735,2.921,2.998,2.8469
2022-05-16,,,117.95,2.8565,2.8694,2.9551,2.8522
2022-05-17,,,119.46,2.9809,3.0012,3.0542,2.9284
2022-05-18,,,114.86,2.9465,2.932,2.9535,2.8081
2022-05-19,,,115.05,2.9035,2.879,2.9077,2.7891
2022-05-20,,,111.1,2.87,2.8282,2.8425,2.7183
2022-05-23,,,110.19,2.9136,2.89,2.9025,2.7811
2022-05-24,,,111.15,2.7948,2.7698,2.8085,2.7173
2022-05-25,,,105.69,2.7821,2.7582,2.8142,2.7389
2022-05-26,,,102.49,2.7915,2.7615,2.8247,2.7615
2022-05-27,,,98.48,2.8084,2.768,2.8182,2.7445
2022-05-30,,,,2.843,2.766,,
2022-05-31,,,107.12,2.894,2.8677,2.93,2.8362
2022-06-01,,,109.38,2.9979,2.9563,2.98,2.846
2022-06-02,,,99.27,3.0016,2.9567,2.9894,2.8707
2022-06-03,,,97.73,3.0321,2.9827,3.0175,2.876
2022-06-06,,,102.26,3.1005,3.0889,3.1296,2.9947
2022-06-07,,,102.61,3.0897,3.042,3.0567,2.9144
2022-06-08,,,105.29,3.1284,3.0817,3.0949,2.9553
2022-06-09,,,105.29,3.1867,3.1193,3.1139,2.9412
2022-06-10,,,114.23,3.4463,3.3007,3.2215,2.9557
2022-06-13,,,139.21,3.7345,3.5291,3.4356,3.1003
2022-06-14,,,144.09,3.7981,3.637,3.542,3.1542
2022-06-15,,,135.93,3.586,3.4106,3.3459,3.0475
2022-06-16,,,138.1,3.5441,3.3216,3.2432,2.9329
2022-06-17,,,133.75,3.6,3.386,3.2906,3.0008
2022-06-20,,,,3.6162,3.382,,
2022-06-21,,,138.91,3.5998,3.407,3.3476,3.0696
2022-06-22,,,129.94,3.4539,3.2727,3.2343,2.9992
2022-06-23,,,125.98,3.3784,3.1817,3.1653,2.956
2022-06-24,,,127.0,3.4039,3.2304,3.2163,3.0252
2022-06-27,,,133.22,3.4389,3.29,3.2747,3.0715
2022-06-28,,,135.22,3.438,3.2697,3.2495,3.0386
2022-06-29,,,130.43,3.382,3.1862,3.1729,2.9882
2022-06-30,,,135.5,3.276,3.0754,3.0938,2.9478
2022-07-01,,,144.17,3.1269,2.91,2.9634,2.8716
2022-07-04,,,,,2.91,,
2022-07-05,,,156.16,3.0984,2.8509,2.8855,2.8038
2022-07-06,,,151.14,3.2558,3.014,3.0131,2.8587
2022-07-07,,,149.71,3.2911,3.068,3.0867,2.9282
2022-07-08,,,145.25,3.3871,3.1589,3.1727,2.9938
2022-07-11,,,147.72,3.3264,3.0731,3.0763,2.927
2022-07-12,,,148.11,3.2825,3.0269,3.0492,2.9138
2022-07-13,,,136.1,3.3888,3.0247,3.0125,2.8755
2022-07-14,,,137.76,3.4205,3.0756,3.0411,2.8524
2022-07-15,,,129.85,3.388,3.0382,2.9918,2.8149
2022-07-18,,,127.69,3.4201,3.094,3.0546,2.8863
2022-07-19,,,124.7,3.492,3.1409,3.0885,2.9086
2022-07-20,,,122.9,3.4748,3.1543,3.0983,2.9049
2022-07-21,,,121.15,3.335,2.9765,2.9534,2.7992
2022-07-22,,,123.7,3.194,2.8365,2.8254,2.7315
2022-07-25,,,128.27,3.2503,2.882,2.8741,2.7683
2022-07-26,,,128.55,3.2973,2.9128,2.8865,2.7853
2022-07-27,,,117.28,3.2606,2.873,2.8672,2.8182
2022-07-28,,,119.93,3.123,2.7345,2.7547,2.7665
2022-07-29,,,116.36,3.1525,2.7115,2.7256,2.7343
2022-08-01,,,120.5,3.143,2.6726,2.6391,2.6289
2022-08-02,,,129.23,3.3177,2.8967,2.8245,2.7351
2022-08-03,,,122.04,3.345,2.8735,2.7786,2.6678
2022-08-04,,,120.57,3.3253,2.8454,2.7571,2.6818
2022-08-05,,,122.58,3.4975,2.9983,2.8913,2.7762
2022-08-08,,,124.12,3.4751,2.9441,2.8164,2.6894
2022-08-09,,,125.12,3.5257,2.9883,2.8326,2.6964
2022-08-10,,,115.26,3.4887,2.9602,2.8312,2.7276
2022-08-11,,,111.11,3.5237,3.0322,2.9414,2.8621
2022-08-12,,,106.28,3.5519,3.0032,2.8832,2.8036
2022-08-15,,,113.82,3.4936,2.9401,2.8305,2.7845
2022-08-16,,,116.83,3.5525,2.9862,2.845,2.7696
2022-08-17,,,117.7,3.6192,3.0908,2.9533,2.8424
2022-08-18,,,120.26,3.5639,3.0603,2.9304,2.816
2022-08-19,,,123.81,3.5924,3.1259,3.0294,2.8965
2022-08-22,,,135.89,3.6844,3.1961,3.0817,2.9176
2022-08-23,,,133.85,3.6835,3.2167,3.1308,2.9605
2022-08-24,,,133.13,3.7109,3.2771,3.1919,3.0264
2022-08-25,,,126.33,3.7076,3.228,3.113,2.9549
2022-08-26,,,122.95,3.731,3.2833,3.1258,2.9049
2022-08-29,,,130.14,3.7616,3.3368,3.1929,2.9579
2022-08-30,,,127.69,3.8062,3.3545,3.1991,2.9447
2022-08-31,,,124.84,3.8479,3.4285,3.2804,3.0133
2022-09-01,,,126.58,3.866,3.474,3.3483,3.077
2022-09-02,,,120.72,3.7619,3.3723,3.2878,3.0452
2022-09-05,,,,3.797,3.3716,,
2022-09-06,,,133.54,3.877,3.5202,3.4307,3.1832
2022-09-07,,,133.12,3.8111,3.4272,3.3444,3.0967
2022-09-08,,,124.14,3.8695,3.4851,3.3941,3.1597
2022-09-09,,,121.54,3.9073,3.4984,3.3887,3.1308
